设备ID,风机ID,风场ID,记录时间,轮毂额定转速设定值,轮毂最大转速设定值,变桨启动位置设定值,叶片待机位置设定值,叶片1限位位置设定值,叶片2限位位置设定值,叶片3限位位置设定值,叶片工作位置设定值,风向偏置设定值,通风机启动温度设定值,风机功率限制设定值,功率因数设定值,转动模式速度设定值,主轴承油脂泵启动时间间隔,主轴承油脂泵运行周期,偏航轴承油脂泵运行时间间隔,偏航轴承油脂泵运行周期,变桨轴承油脂泵运行时间间隔,变桨轴承油脂泵运行周期,变桨齿轮油脂泵启动间隔时间,PN表格选择,风机软件版本号,总发出的有功电量,总吸收的有功电量,总发出的无功电量,总吸收的无功电量,叶片1总变桨角度,叶片2总变桨角度,叶片3总变桨角度,总解缆转数,总轮毂转动圈数,总偏航次数,系统时间,采样序号,轮毂转速,轮毂角度,叶片1角度,叶片2角度,叶片3角度,变桨电机1电流,变桨电机2电流,变桨电机3电流,超速传感器转速检测值,5秒偏航对风平均值,x方向振动值,y方向振动值,扭缆圈数,液压制动压力,机舱气象站风速,风向绝对值,大气压力,无功功率控制状态,变频器电网侧电流,变频器电网侧电压,变频器电网侧有功功率,变频器电网侧无功功率,变频器发电机侧功率,发电机运行频率,发电机电流,发电机转矩,变频器入口温度,变频器出口温度,变频器入口压力,变频器出口压力,变频器冷却液液位要求,发电机功率限幅值,无功功率设定值,额定的轮毂转速,测风塔环境温度,发电机定子温度1,发电机定子温度2,发电机定子温度3,发电机定子温度4,发电机定子温度5,发电机定子温度6,发电机空气温度1,发电机空气温度2,主轴承温度1,主轴承温度2,轮毂温度,轮毂控制柜温度,机舱温度,机舱控制柜温度,变频器INU温度,变频器ISU温度,变频器INU RMIO温度,扭缆圈数,变桨电机1功率估算,变桨电机2功率估算,变桨电机3功率估算,风机当前状态值,轮毂当前状态值,偏航状态值,偏航要求值,变频器控制状态,无功功率控制状态,变频器状态,IO1,IO2,IO3,IO4,IO5,IO6,IO7,IO8,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,PLC_1,PLC_2,PLC_3,PLC_4,PLC_5,PLC_6,PLC_7,PLC_8,PLC_9,PLC_10,PLC_11,PLC_12,PLC_13,PLC_14,PLC_15,PLC_16,PLC_17,PLC_18,PLC_19,PLC_20,叶片1电池箱温度,叶片2电池箱温度,叶片3电池箱温度,叶片1变桨电机温度,叶片2变桨电机温度,叶片3变桨电机温度,叶片1变频器箱温度,叶片2变频器箱温度,叶片3变频器箱温度,PLC_30,5秒标志位,10秒标志位,30秒标志位,60秒标志位,5分钟标志位,10分钟标志位,30分钟标志位,60分钟标志位 
102,2,1,2019-09-01 00:08:38,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689863,33832,9.79,114,0.01,0.02,0.01,54.78,54.73,54.76,9.92,-10.7,0.02,-0.02,0.6,3.2,5.8,239,1,1,244,671,238,0,248,9.82,364,239,36.8,35.6,0,2.4,0,2067.6,0,16.83,22.1,36.5,38.2,36.9,38.9,37.7,37.5,64,52.4,60.2,58.1,30.4,35.6,31,30.8,35,35,35,0.626,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:39,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689864,33842,9.81,168,0.01,0.02,0.01,54.81,54.79,54.77,9.84,-7.9,-0.02,0.1,0.6,3.3,5.3,240,1,1,244,671,247,0,251,9.85,377,240,36.6,35.7,0,2.4,0,2067.6,0,16.83,22.1,36,38.2,36.9,39.2,37.8,37.5,64.1,52.4,60.2,58.1,30.4,35.6,31,30.8,35,35,35,0.631,0,0.9,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:40,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689865,33852,9.86,222,0.01,0.02,0.01,54.82,54.78,54.8,9.92,-5.1,0.01,-0.08,0.6,3.2,4.9,240,1,1,251,674,248,0,259,9.94,363,240,36.6,35.5,0,2.4,0,2067.6,0,16.83,22.1,37.2,38.2,36.9,38.4,37.7,37.5,64.1,52.4,60.2,58.1,30.4,35.7,31,30.8,35,35,35,0.635,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,35,35,36,36,True,True,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:41,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689866,33862,9.85,276,0.01,0.02,0.01,54.84,54.82,54.84,9.97,-3.4,-0.01,0.01,0.6,3.3,4.9,245,1,1,246,675,241,0,248,9.89,367,241,36.6,35.4,0,2.4,0,2067.6,0,16.83,22.2,36.8,38.2,36.9,38,37.7,37.6,64.1,52.4,60.2,58.1,30.4,35.5,31,30.8,35,35,35,0.65,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:42,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689867,33872,9.85,330,0.01,0.02,0.01,54.79,54.77,54.81,9.95,-3.4,0.01,0.08,0.6,3.3,5.2,244,1,1,245,674,244,0,245,9.8,379,241,36.4,35.4,0,2.4,0,2067.6,0,16.83,22.2,39.6,38.2,37,36,37.8,37.5,64.1,52.4,60.2,58.1,30.5,35.6,31,30.8,35,35,35,0.646,0,0,0,6,6,4,2,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:43,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689868,33882,9.86,24,0.01,0.02,0.01,55.21,55.14,55.2,9.96,-1.3,-0.08,0.02,0.6,98.7,5.3,239,1,1,247,672,240,0,250,9.9,377,243,36.5,35.1,0,2.4,0,2067.6,0,16.83,22.2,44.3,38.2,36.9,33.6,37.9,37.4,64.1,52.4,60.2,58.1,30.5,35.7,31,30.8,35,35,35,0.635,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:44,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689869,33892,9.93,76,0.01,0.02,0.01,55.26,55.2,55.22,10.04,1.9,0,0,0.6,136.4,4.7,236,1,1,254,671,248,0,249,9.9,381,244,36.5,35.2,0,2.4,0,2067.6,0,16.83,22.2,44.3,38.2,36.9,34.5,37.9,37.5,64.1,52.4,60.2,58.1,30.4,35.7,31,30.8,35,35,35,0.631,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:45,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689870,33902,9.97,130,0.01,0.02,0.01,55.21,55.15,55.18,10.06,3.1,0,0.09,0.6,140.5,4.5,235,1,1,252,674,256,0,255,10.07,377,246,36.7,35.5,0,2.4,0,2067.6,0,16.83,22.2,45.2,38.2,36.8,34.9,37.9,37.5,64.1,52.4,60.2,58.1,30.5,35.6,31.1,30.8,35,35,35,0.629,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,29,29,29,39,42,41,35,35,36,36,True,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:46,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689871,33912,10.05,184,0.01,0.02,0.01,55.18,55.15,55.21,10.16,2.9,-0.05,-0.1,0.6,145.4,6.1,234,1,1,250,676,248,0,250,10.03,377,248,36.6,35.4,0,2.4,0,2067.6,0,16.83,22.2,46.8,38.1,36.8,34.7,37.8,37.5,64.1,52.4,60.2,58.1,30.5,35.7,31.1,30.8,35,35,35,0.628,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:47,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689872,33922,10.08,238,0.01,0.02,0.01,55.14,55.14,55.16,10.14,3.8,0.01,0.04,0.6,149.6,5.8,234,1,1,253,675,254,0,261,10.16,386,250,36.7,35.5,0,2.4,0,2067.6,0,16.83,22.2,46.4,38.1,36.8,35.9,37.8,37.6,64.1,52.4,60.2,58.1,30.5,35.5,31.1,30.8,35,35,35,0.628,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:48,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689873,33932,10.09,292,0.01,0.02,0.01,55.1,55.04,55.07,10.27,3.7,0,0.08,0.6,153.5,5.2,233,1,1,259,672,264,0,262,10.05,385,253,36.7,35.4,0,2.4,0,2067.6,0,16.83,22.2,46.5,38.1,36.7,36.5,37.7,37.6,64.1,52.4,60.2,58.1,30.5,35.7,31.1,30.8,35,35,35,0.628,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:49,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689874,33942,10.12,346,0.01,0.02,0.01,55.14,55.05,55.11,10.25,1.7,-0.02,-0.11,0.6,158.4,5.4,233,1,1,260,671,258,0,260,9.99,407,255,36.6,35.5,0,2.4,0,2067.6,0,16.83,22.2,44.6,38.1,36.7,38.1,37.7,37.6,64.1,52.4,60.2,58.1,30.6,35.6,31.1,30.8,35,35,35,0.628,0.6,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:50,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689875,33952,10.18,40,0.01,0.02,0.01,55.13,55.06,55.09,10.26,0.6,0.01,0.03,0.6,163.7,6.3,233,1,1,265,670,273,0,276,10.2,395,257,36.4,35.2,0,2.4,0,2067.6,0,16.83,22.1,40.1,38.1,36.7,40.7,37.8,37.6,64.1,52.4,60.2,58.1,30.5,35.6,31.1,30.8,35,35,35,0.628,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,35,35,36,36,True,True,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:51,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689876,33962,10.25,92,0.01,0.02,0.01,55.07,55,55.04,10.33,1.5,0.01,0.03,0.6,167.9,5.3,233,1,1,265,670,269,0,273,10.16,396,259,36.3,35.2,0,2.4,0,2067.6,0,16.83,22.1,38.7,38.1,36.7,40.8,37.8,37.6,64.1,52.4,60.2,58.1,30.5,35.6,31.1,30.8,35,35,35,0.628,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:52,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689877,33972,10.34,146,0.01,0.02,0.01,55.02,54.99,55.05,10.43,3.5,-0.01,-0.12,0.6,173.3,4.2,232,1,1,271,673,272,0,289,10.37,399,261,36.5,35.2,0,2.4,0,2067.6,0,16.83,22.2,38,38.1,36.8,39.8,37.8,37.6,64.1,52.4,60.2,58.1,30.5,35.5,31.2,30.8,35,35,35,0.626,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:53,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689878,33982,10.36,200,0.01,0.02,0.01,55.01,55.01,55.06,10.47,5,0.06,0.06,0.6,178,5.6,230,1,1,271,674,290,0,295,10.44,414,265,36.2,35.4,0,2.4,0,2067.6,0,16.83,22.2,36.4,38.1,36.8,40.1,37.8,37.6,64.1,52.4,60.2,58.1,30.5,35.5,31.2,30.8,35,35,35,0.625,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:54,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689879,33992,10.4,254,0.01,0.02,0.01,55.17,55.08,55.13,10.47,4.8,-0.02,0.01,0.6,179.7,4.6,230,1,1,271,681,287,0,288,10.25,420,267,36.3,35.4,0,2.4,0,2067.6,0,16.83,22.2,36.8,38.2,36.8,39.9,37.9,37.6,64.1,52.4,60.2,58.1,30.4,35.6,31.2,30.8,35,35,35,0.624,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:55,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689880,34002,10.43,308,0.01,0.02,0.01,55.04,55.01,55.01,10.55,5.8,0,-0.13,0.6,178.7,5.3,229,1,1,279,666,279,0,285,10.32,423,270,36.1,35.1,0,2.3,0,2067.6,0,16.83,22.2,37.6,38.2,36.8,39.3,37.9,37.5,64.1,52.4,60.2,58.1,30.4,35.5,31.2,30.8,35,35,35,0.624,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,29,29,29,39,42,41,35,35,36,35,True,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:56,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689881,34012,10.45,10,0.01,0.02,0.01,55.1,55.03,55.05,10.59,5.7,0.02,0.07,0.6,178.1,4.9,229,1,1,281,676,299,0,295,10.51,412,271,36.4,35.1,0,2.4,0,2067.6,0,16.83,22.2,40.1,38.2,36.8,37.9,37.9,37.5,64.1,52.4,60.2,58.1,30.5,35.5,31.2,30.8,35,35,35,0.624,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:57,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689882,34022,10.52,82,0.01,0.02,0.01,55.04,55.02,55.02,10.58,6.5,-0.04,-0.02,0.6,177.9,5.2,229,1,1,282,667,291,0,295,10.57,417,273,36.4,34.9,0,2.4,0,2067.6,0,16.83,22.2,43.5,38.2,36.8,36.2,37.9,37.5,64.1,52.4,60.2,58.1,30.4,35.6,31.2,30.8,35,35,35,0.626,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:58,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689883,34032,10.6,154,0.01,0.02,0.01,55.04,54.98,55.04,10.68,6.9,0.05,-0.08,0.6,177.4,6.1,229,1,1,287,676,298,0,304,10.53,424,275,36.1,35,0,2.4,0,2067.6,0,16.83,22.2,44.9,38.1,36.8,35.8,37.9,37.5,64.1,52.4,60.2,58.1,30.4,35.6,31.2,30.8,35,35,35,0.627,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:08:59,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689884,34042,10.59,226,0.01,0.02,0.01,55,54.94,55.02,10.7,8.3,-0.02,0.1,0.6,177.1,4.5,229,1,1,292,673,302,0,298,10.44,433,278,36.3,35.1,0,2.4,0,2067.6,0,16.83,22.2,44,38.1,36.8,35.9,37.9,37.5,64.1,52.4,60.2,58.1,30.5,35.5,31.2,30.8,35,35,35,0.627,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:09:00,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689885,34052,10.61,296,0.01,0.02,0.01,54.97,54.99,55.03,10.75,8,0,0,0.6,176.7,6.7,228,1,1,287,672,304,0,309,10.63,432,280,36.1,35,0,2.4,0,2067.6,0,16.83,22.2,45.6,38.1,36.7,35.6,37.9,37.5,64.1,52.4,60.2,58.1,30.5,35.5,31.2,30.8,35,35,35,0.627,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,True,True,True,True,False,False,False,False,
102,2,100,2019-09-01 00:09:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2,100,2019-09-01 00:09:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2,100,2019-09-01 00:09:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2,1,2019-09-01 00:09:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:09:05,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689890,34103,10.84,302,0.01,0.02,0.01,54.79,54.73,54.8,10.99,8.2,0,0.12,0.6,175,6.2,227,1,1,306,676,322,0,341,10.92,451,291,36,35,0,2.4,0,2067.6,0,16.83,22.3,37.7,38.2,36.7,39.6,37.9,37.5,64.1,52.4,60.3,58.1,30.5,35.5,31.1,30.8,35,35,35,0.628,0.8,0,-0.8,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,True,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:09:06,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689891,34113,10.87,14,0.01,0.02,0.01,54.79,54.78,54.83,11,7.8,-0.01,-0.03,0.6,174.6,5.3,227,1,1,306,676,334,0,324,10.74,459,294,35.9,34.6,0,2.3,0,2067.6,0,16.83,22.3,37.5,38.2,36.7,39.5,38,37.5,64.1,52.4,60.3,58.1,30.5,35.5,31.1,30.8,35,35,35,0.628,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:09:07,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689892,34123,10.9,86,0.01,0.02,0.01,54.75,54.75,54.76,11.03,7,-0.03,-0.03,0.6,174.4,5.7,227,1,1,311,676,325,0,341,10.96,453,296,35.9,34.7,0,2.4,0,2067.6,0,16.83,22.3,36.4,38.1,36.7,39.9,38,37.5,64.1,52.4,60.3,58.1,30.5,35.5,31.1,30.8,35,35,35,0.628,0,0,0,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
102,2,1,2019-09-01 00:09:08,16.83,20.5,86,21,90,90,90,0,0,35,2000,1,-1,100,1,394,6,1000,2,3,7,3303,15301760,0,68840,32820,3540938,3549379,3546240,1985378,526356,1094452,115689893,34133,10.94,156,0.01,0.02,0.01,54.76,54.75,54.74,11,7.4,0.01,0.1,0.6,174.2,6.4,226,1,1,316,673,327,0,342,10.95,462,297,36,34.8,0,2.4,0,2067.6,0,16.83,22.3,35.2,38.2,36.8,40.3,38,37.5,64.1,52.4,60.3,58.1,30.4,35.5,31.1,30.8,35,35,35,0.628,0,0,-0.9,6,6,4,0,2,1,61,True,True,False,False,True,False,False,True,8600,2100,9000,9000,9000,0,0,350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,29,29,29,39,42,41,35,35,36,36,False,False,False,False,False,False,False,False,
